house,species,native,type,fruiting,flowering,grain,dissemination_area,economic_group_code,economic_group,economic_level
R34,Sweet potato vine,FALSE,plant,FALSE,FALSE,FALSE,R3,R,High,135
R34,Zonal geranium,FALSE,plant,TRUE,FALSE,FALSE,R3,R,High,135
R34,Garden verbena,FALSE,plant,TRUE,FALSE,FALSE,R3,R,High,135
R34,Ivy geranium,FALSE,plant,FALSE,FALSE,FALSE,R3,R,High,135
R34,Lady fern,TRUE,plant,FALSE,FALSE,FALSE,R3,R,High,135
R34,Pacific bleeding heart,TRUE,plant,FALSE,FALSE,FALSE,R3,R,High,135
R34,Sweet violet,FALSE,plant,FALSE,FALSE,FALSE,R3,R,High,135
R34,Common holly,FALSE,plant,FALSE,FALSE,FALSE,R3,R,High,135
R34,English ivy,FALSE,plant,FALSE,FALSE,FALSE,R3,R,High,135
R34,Wall lettuce,FALSE,plant,FALSE,FALSE,FALSE,R3,R,High,135
R34,Creeping woodsorrel,FALSE,plant,FALSE,FALSE,FALSE,R3,R,High,135
R34,Garden lupine,FALSE,plant,FALSE,FALSE,FALSE,R3,R,High,135
R34,Sweet william,FALSE,plant,FALSE,TRUE,FALSE,R3,R,High,135
R34,Garden snapdragon,FALSE,plant,FALSE,FALSE,FALSE,R3,R,High,135
R34,Hardy fuchsia,FALSE,plant,FALSE,FALSE,FALSE,R3,R,High,135
R34,Oregano,FALSE,plant,FALSE,FALSE,FALSE,R3,R,High,135
R34,Tarragon,FALSE,plant,FALSE,FALSE,FALSE,R3,R,High,135
R34,Japanese skimmia,FALSE,shrub,FALSE,TRUE,FALSE,R3,R,High,135
R34,Highbush blueberry,TRUE,shrub,FALSE,TRUE,FALSE,R3,R,High,135
R34,NA,NA,NA,NA,NA,NA,R3,R,High,135
R34,NA,NA,NA,NA,NA,NA,R3,R,High,135
