house,species,native,type,fruiting,flowering,grain,dissemination_area,economic_group_code,economic_group,economic_level
P11,Rutabaga,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P11,Leek,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P11,Bok choy,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P11,Garlic,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P11,English holly,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P11,Juniperus comunis,TRUE,shrub,FALSE,FALSE,FALSE,P1,P,Low,52
P11,Ilex,FALSE,shrub,FALSE,FALSE,FALSE,P1,P,Low,52
P11,Chamaecyparis,FALSE,shrub,FALSE,FALSE,FALSE,P1,P,Low,52
P12,Aloe vera,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P12,Ditch lily,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P12,Chives,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P12,Sorrel,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P12,Pussy willow,TRUE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P12,Tiger lily,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P12,Peony,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P12,Sweet woodruff,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P12,New england aster,TRUE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P12,Large yellow loosestrife,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P12,Indian shot,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P12,Actinidia chinensis,FALSE,shrub,FALSE,FALSE,FALSE,P1,P,Low,52
P12,Rosa chinensis,FALSE,shrub,FALSE,FALSE,FALSE,P1,P,Low,52
P12,Wisteria sinensis,FALSE,shrub,FALSE,FALSE,FALSE,P1,P,Low,52
P13,Mugwort,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P13,Jerusalem artichoke,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P13,Sweet fennel,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P13,Field mustard,FALSE,plant,TRUE,FALSE,FALSE,P1,P,Low,52
P13,Rue,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P13,Lady fern,TRUE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P13,Dandelion,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P13,Bouncing-bet,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P13,Rhubarb,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P13,Spanish bluebell,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P13,Garden snapdragon,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P13,Wall lettuce,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P13,Common evening-primrose,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P13,Orpine,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P13,Clustered bellflower,FALSE,plant,TRUE,FALSE,FALSE,P1,P,Low,52
P13,Feverfew,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P13,European plum,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P13,Fringed willowherb,TRUE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P13,Clammy ground cherry,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P13,Creeping woodsorrel,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P13,Spearmint,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P13,Obedient plant,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P13,Common plantain,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P13,Chives,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P13,Oregano,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P13,China rose,FALSE,shrub,TRUE,FALSE,FALSE,P1,P,Low,52
P13,Chinese boxthorn,FALSE,shrub,FALSE,FALSE,FALSE,P1,P,Low,52
P13,Chinese wolfberry,FALSE,shrub,FALSE,FALSE,FALSE,P1,P,Low,52
P14,Buckwheat,FALSE,plant,TRUE,FALSE,FALSE,P1,P,Low,52
P14,Creeping jenny,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P14,Common bugle,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P14,Montbretia,FALSE,plant,TRUE,FALSE,FALSE,P1,P,Low,52
P14,Tiger lily,FALSE,plant,TRUE,FALSE,FALSE,P1,P,Low,52
P14,Blue fescue,FALSE,plant,FALSE,FALSE,FALSE,P1,P,Low,52
P14,Japanese maple,FALSE,shrub,FALSE,FALSE,FALSE,P1,P,Low,52
P14,Hortensia,FALSE,shrub,TRUE,FALSE,FALSE,P1,P,Low,52
P14,Japanese pieris,FALSE,shrub,FALSE,FALSE,FALSE,P1,P,Low,52
P14,Mirror plant,FALSE,shrub,FALSE,FALSE,FALSE,P1,P,Low,52
P14,Rose of sharon,FALSE,shrub,FALSE,FALSE,FALSE,P1,P,Low,52
P14,Dappled willow,FALSE,shrub,TRUE,FALSE,FALSE,P1,P,Low,52
P14,Pacific rhododendron,TRUE,shrub,FALSE,FALSE,FALSE,P1,P,Low,52
P21,Spanish bluebell,FALSE,plant,FALSE,FALSE,FALSE,P2,P,Low,48
P21,Creeping buttercup,FALSE,plant,FALSE,FALSE,FALSE,P2,P,Low,48
P21,Ditch lily,FALSE,plant,FALSE,FALSE,FALSE,P2,P,Low,48
P21,Hot pepper,FALSE,plant,FALSE,FALSE,FALSE,P2,P,Low,48
P21,Onion,FALSE,plant,FALSE,FALSE,FALSE,P2,P,Low,48
P21,Rosemary,FALSE,plant,FALSE,FALSE,FALSE,P2,P,Low,48
P21,Garden tulips,FALSE,plant,FALSE,FALSE,FALSE,P2,P,Low,48
P21,Oregano,FALSE,plant,FALSE,FALSE,FALSE,P2,P,Low,48
P21,Plantain lily,FALSE,plant,FALSE,FALSE,FALSE,P2,P,Low,48
P21,Spring onion,FALSE,plant,FALSE,FALSE,FALSE,P2,P,Low,48
P21,Strawberry,TRUE,plant,TRUE,FALSE,FALSE,P2,P,Low,48
P21,Hardy fuchsia,FALSE,plant,TRUE,FALSE,FALSE,P2,P,Low,48
P21,Vine kiwi,FALSE,shrub,FALSE,FALSE,FALSE,P2,P,Low,48
P21,Highbush blueberry,TRUE,shrub,FALSE,FALSE,FALSE,P2,P,Low,48
P21,Red raspberry,TRUE,shrub,FALSE,FALSE,FALSE,P2,P,Low,48
P21,Common boxwood,FALSE,shrub,FALSE,FALSE,FALSE,P2,P,Low,48
P22,Spanish bluebell,FALSE,plant,FALSE,FALSE,FALSE,P2,P,Low,48
P22,Solomon's seal,TRUE,plant,FALSE,FALSE,FALSE,P2,P,Low,48
P22,Lop grass,FALSE,plant,FALSE,FALSE,TRUE,P2,P,Low,48
P22,Tiger lily,FALSE,plant,FALSE,FALSE,FALSE,P2,P,Low,48
P22,Common sowthistle,FALSE,plant,FALSE,FALSE,FALSE,P2,P,Low,48
P22,Crevice alumroot,FALSE,plant,FALSE,FALSE,FALSE,P2,P,Low,48
P22,Tiger flower,FALSE,plant,FALSE,FALSE,FALSE,P2,P,Low,48
P22,Common bugle,FALSE,plant,TRUE,FALSE,FALSE,P2,P,Low,48
P22,Cheddar pink,FALSE,plant,FALSE,FALSE,FALSE,P2,P,Low,48
P22,Wall lettuce,FALSE,plant,FALSE,FALSE,FALSE,P2,P,Low,48
P22,Creeping buttercup,FALSE,plant,TRUE,FALSE,FALSE,P2,P,Low,48
P22,Red hot poker,FALSE,plant,FALSE,FALSE,FALSE,P2,P,Low,48
P22,Lenten rose,FALSE,plant,FALSE,FALSE,FALSE,P2,P,Low,48
P22,Lesser trefoil,FALSE,plant,FALSE,FALSE,FALSE,P2,P,Low,48
P22,White clover,FALSE,plant,TRUE,FALSE,FALSE,P2,P,Low,48
P22,Pacific rhododendron,TRUE,shrub,FALSE,FALSE,FALSE,P2,P,Low,48
P22,Japanese skimmia,FALSE,shrub,FALSE,FALSE,FALSE,P2,P,Low,48
P22,Japanese maple,FALSE,shrub,FALSE,FALSE,FALSE,P2,P,Low,48
P22,Japanese camellia ,FALSE,shrub,FALSE,FALSE,FALSE,P2,P,Low,48
P22,Spurge laurel,FALSE,shrub,FALSE,FALSE,FALSE,P2,P,Low,48
P31,Choy sum,FALSE,plant,FALSE,FALSE,FALSE,P3,P,Low,57.6
P31,Crown daisy,FALSE,plant,FALSE,FALSE,FALSE,P3,P,Low,57.6
P31,Beet,FALSE,plant,FALSE,FALSE,FALSE,P3,P,Low,57.6
P31,Field mustard,FALSE,plant,FALSE,FALSE,FALSE,P3,P,Low,57.6
P31,Potato,FALSE,plant,FALSE,FALSE,FALSE,P3,P,Low,57.6
P31,Garlic,FALSE,plant,FALSE,FALSE,FALSE,P3,P,Low,57.6
P31,Chives,FALSE,plant,FALSE,FALSE,FALSE,P3,P,Low,57.6
P31,Lettuce,FALSE,plant,FALSE,FALSE,FALSE,P3,P,Low,57.6
P31,Pea,FALSE,plant,FALSE,FALSE,FALSE,P3,P,Low,57.6
P31,Strawberry,TRUE,plant,FALSE,FALSE,FALSE,P3,P,Low,57.6
P31,Radish,FALSE,plant,FALSE,FALSE,FALSE,P3,P,Low,57.6
P31,Common mugwort,FALSE,plant,FALSE,FALSE,FALSE,P3,P,Low,57.6
P31,Iceland poppy,FALSE,plant,TRUE,FALSE,FALSE,P3,P,Low,57.6
P31,Garden lupine,FALSE,plant,TRUE,FALSE,FALSE,P3,P,Low,57.6
P31,Garden tulip,FALSE,plant,FALSE,FALSE,FALSE,P3,P,Low,57.6
P31,Chameleon plant,FALSE,plant,FALSE,FALSE,FALSE,P3,P,Low,57.6
P31,Tomato,FALSE,plant,FALSE,FALSE,FALSE,P3,P,Low,57.6
P31,Wild dafodil,FALSE,plant,FALSE,FALSE,FALSE,P3,P,Low,57.6
P31,Evergreen azalea,FALSE,plant,TRUE,FALSE,FALSE,P3,P,Low,57.6
P31,Serbian bellflower,FALSE,plant,TRUE,FALSE,FALSE,P3,P,Low,57.6
P31,Rose campion,FALSE,plant,FALSE,FALSE,FALSE,P3,P,Low,57.6
P31,Hardy fuchsia,FALSE,plant,FALSE,FALSE,FALSE,P3,P,Low,57.6
P31,Purple bergenia,FALSE,plant,TRUE,FALSE,FALSE,P3,P,Low,57.6
P31,Japanese honeysuckle,FALSE,plant,FALSE,FALSE,FALSE,P3,P,Low,57.6
P31,Bearded iris,FALSE,plant,TRUE,FALSE,FALSE,P3,P,Low,57.6
P31,Creeping buttercup,FALSE,plant,TRUE,FALSE,FALSE,P3,P,Low,57.6
P31,Purple rock cress,FALSE,plant,TRUE,FALSE,FALSE,P3,P,Low,57.6
P31,Common mallow,FALSE,plant,FALSE,FALSE,FALSE,P3,P,Low,57.6
P31,Chinese wisteria,FALSE,shrub,FALSE,FALSE,FALSE,P3,P,Low,57.6
P31,Rue,FALSE,shrub,FALSE,FALSE,FALSE,P3,P,Low,57.6
P31,China rose,FALSE,shrub,TRUE,FALSE,FALSE,P3,P,Low,57.6
P31,Peony,FALSE,shrub,TRUE,FALSE,FALSE,P3,P,Low,57.6
P31,Chinese wolfberry,FALSE,shrub,FALSE,FALSE,FALSE,P3,P,Low,57.6
P31,Tree peony,FALSE,shrub,TRUE,FALSE,FALSE,P3,P,Low,57.6
P31,Blueblossom,FALSE,shrub,TRUE,FALSE,FALSE,P3,P,Low,57.6
P31,Japanese maple,FALSE,shrub,FALSE,TRUE,FALSE,P3,P,Low,57.6
P31,Japanese pieris,FALSE,shrub,TRUE,FALSE,FALSE,P3,P,Low,57.6
P31,Heavenly bamboo,FALSE,shrub,TRUE,FALSE,FALSE,P3,P,Low,57.6
P31,Fig,FALSE,shrub,FALSE,TRUE,FALSE,P3,P,Low,57.6
P31,Chayote,FALSE,shrub,FALSE,FALSE,FALSE,P3,P,Low,57.6
P32,Kentucky bluegrass,FALSE,plant,FALSE,FALSE,TRUE,P3,P,Low,57.6
P32,Spanish bluebell,FALSE,plant,FALSE,FALSE,FALSE,P3,P,Low,57.6
P32,Chameleon plant,FALSE,plant,FALSE,FALSE,FALSE,P3,P,Low,57.6
P32,Corn speedwell,FALSE,plant,FALSE,FALSE,FALSE,P3,P,Low,57.6
P32,Common sage,FALSE,plant,FALSE,FALSE,FALSE,P3,P,Low,57.6
P32,Creeping buttercup,FALSE,plant,TRUE,FALSE,FALSE,P3,P,Low,57.6
P32,Eastern bluestar,FALSE,plant,FALSE,FALSE,FALSE,P3,P,Low,57.6
P32,Large bindweed,FALSE,plant,FALSE,FALSE,FALSE,P3,P,Low,57.6
P32,Pacific rhododendron,TRUE,shrub,FALSE,FALSE,FALSE,P3,P,Low,57.6
P32,Oriental arbovitae,FALSE,shrub,FALSE,FALSE,FALSE,P3,P,Low,57.6
P32,Highbush blueberry,TRUE,shrub,TRUE,FALSE,FALSE,P3,P,Low,57.6
P32,China rose,FALSE,shrub,TRUE,FALSE,FALSE,P3,P,Low,57.6
P32,Bay laurel,FALSE,shrub,FALSE,FALSE,FALSE,P3,P,Low,57.6
P32,Common boxwood,FALSE,shrub,FALSE,FALSE,FALSE,P3,P,Low,57.6
P41,Rhubarb,FALSE,plant,FALSE,FALSE,FALSE,P4,P,Low,51.2
P41,Tomato,FALSE,plant,FALSE,FALSE,FALSE,P4,P,Low,51.2
P41,Field pumpkin,FALSE,plant,FALSE,FALSE,FALSE,P4,P,Low,51.2
P41,Chives,FALSE,plant,TRUE,FALSE,FALSE,P4,P,Low,51.2
P41,Garden pea,FALSE,plant,FALSE,FALSE,FALSE,P4,P,Low,51.2
P41,Cucumber,FALSE,plant,FALSE,FALSE,FALSE,P4,P,Low,51.2
P41,Lovage,FALSE,plant,FALSE,FALSE,FALSE,P4,P,Low,51.2
P41,Poeny,FALSE,plant,TRUE,FALSE,FALSE,P4,P,Low,51.2
P41,Ditch lily,FALSE,plant,FALSE,FALSE,FALSE,P4,P,Low,51.2
P41,Sweet alyssum,FALSE,plant,TRUE,FALSE,FALSE,P4,P,Low,51.2
P41,Orange coneflower,FALSE,plant,FALSE,FALSE,FALSE,P4,P,Low,51.2
P41,Zonal geranium,FALSE,plant,FALSE,FALSE,FALSE,P4,P,Low,51.2
P41,Dense blazing star,FALSE,plant,FALSE,TRUE,FALSE,P4,P,Low,51.2
P41,New york aster,FALSE,plant,FALSE,FALSE,FALSE,P4,P,Low,51.2
P41,Siebold's plantain lily,FALSE,plant,FALSE,TRUE,FALSE,P4,P,Low,51.2
P41,Yellow daylily,FALSE,plant,TRUE,FALSE,FALSE,P4,P,Low,51.2
P41,Glandular cape marigold,FALSE,plant,TRUE,FALSE,FALSE,P4,P,Low,51.2
P41,Garden snapdragon,FALSE,plant,TRUE,FALSE,FALSE,P4,P,Low,51.2
P41,Garden dahlia,FALSE,plant,TRUE,FALSE,FALSE,P4,P,Low,51.2
P41,Sea thrift,FALSE,plant,TRUE,FALSE,FALSE,P4,P,Low,51.2
P41,Balloon flower,FALSE,plant,FALSE,FALSE,FALSE,P4,P,Low,51.2
P41,Wax begonia,FALSE,plant,TRUE,FALSE,FALSE,P4,P,Low,51.2
P41,Serbian bellflower,FALSE,plant,TRUE,FALSE,FALSE,P4,P,Low,51.2
P41,Regal geranium,FALSE,plant,TRUE,FALSE,FALSE,P4,P,Low,51.2
P41,Large-petal globeflower,FALSE,plant,TRUE,FALSE,FALSE,P4,P,Low,51.2
P41,False buck'sbeard,FALSE,plant,FALSE,TRUE,FALSE,P4,P,Low,51.2
P41,Red raspberry,TRUE,shrub,FALSE,FALSE,FALSE,P4,P,Low,51.2
P41,Red currant,FALSE,shrub,FALSE,FALSE,FALSE,P4,P,Low,51.2
P41,Multiflora rose,FALSE,shrub,FALSE,FALSE,FALSE,P4,P,Low,51.2
P41,Pacific rhododendron,TRUE,shrub,FALSE,FALSE,FALSE,P4,P,Low,51.2
P41,China rose,FALSE,shrub,FALSE,FALSE,FALSE,P4,P,Low,51.2
P41,Western red cedar,TRUE,shrub,FALSE,FALSE,FALSE,P4,P,Low,51.2
P41,Evergreen azalea,FALSE,shrub,FALSE,FALSE,FALSE,P4,P,Low,51.2
P41,Bigleaf hydrangea,FALSE,shrub,FALSE,FALSE,FALSE,P4,P,Low,51.2
P41,English lavender,FALSE,shrub,FALSE,FALSE,FALSE,P4,P,Low,51.2
P41,Virgin's bower,FALSE,shrub,FALSE,FALSE,FALSE,P4,P,Low,51.2
M11,Seersucker sedge,FALSE,plant,FALSE,FALSE,TRUE,M1,M,Medium,78.5
M11,British columbia wild ginger,TRUE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Common snowberry,TRUE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Aleutian maidenhair,TRUE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Sweet alyssum,FALSE,plant,TRUE,FALSE,FALSE,M1,M,Medium,78.5
M11,Woodland strawberry,TRUE,plant,TRUE,FALSE,FALSE,M1,M,Medium,78.5
M11,Ram's horn,FALSE,plant,TRUE,FALSE,FALSE,M1,M,Medium,78.5
M11,Pregnant onion,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Common columbine,TRUE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Beefsteak plant,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Spurge laurel,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Agueweed,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Plantain lily,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Peony,FALSE,plant,TRUE,FALSE,FALSE,M1,M,Medium,78.5
M11,Solomon's seal,TRUE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Siberian bugloss,FALSE,plant,TRUE,FALSE,FALSE,M1,M,Medium,78.5
M11,Meadow buttercup,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Lenten rose,FALSE,plant,TRUE,FALSE,FALSE,M1,M,Medium,78.5
M11,American beautyberry,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Ostrich fern,TRUE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Cypress spurge,FALSE,plant,TRUE,FALSE,FALSE,M1,M,Medium,78.5
M11,Barrenwort,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Fringed loosestrife,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Bear's breech,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Heavenly bamboo,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Paperplant,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Bigleaf hydrangea,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Bush lily,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Spotted dead nettles,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Rose campion,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,American alumroot,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Western blue virginsbower,TRUE,plant,TRUE,FALSE,FALSE,M1,M,Medium,78.5
M11,Bacopa,FALSE,plant,TRUE,FALSE,FALSE,M1,M,Medium,78.5
M11,Oakleaf hydrangea,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Hardy fuchsia,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,New guinea impatiens,FALSE,plant,TRUE,FALSE,FALSE,M1,M,Medium,78.5
M11,Chives,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Cleft phlox,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Rocky mountain penstemon,FALSE,plant,TRUE,FALSE,FALSE,M1,M,Medium,78.5
M11,Poppy anemone,FALSE,plant,TRUE,FALSE,FALSE,M1,M,Medium,78.5
M11,Jacob's ladder,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Garden asparagus,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Yellow marsh marigold,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Ground elders,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Cow parsley,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Hakone grass,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Queen of the prairie,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Bloodroot,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Goat's beard,TRUE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Rose of sharon,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Culver's root,TRUE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Leafy spurge,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Hart's-tongue fern,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Lakeshore sedge,TRUE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Purple marshlocks,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Common primrose,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Marguerite daisy,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Canadian anemone,TRUE,plant,TRUE,FALSE,FALSE,M1,M,Medium,78.5
M11,Brook saxifrage,TRUE,plant,TRUE,FALSE,FALSE,M1,M,Medium,78.5
M11,Red huckleberry,TRUE,shrub,FALSE,TRUE,FALSE,M1,M,Medium,78.5
M11,Mexican orange,FALSE,shrub,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Chinese wisteria,FALSE,shrub,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Multiflora rose,FALSE,shrub,TRUE,FALSE,FALSE,M1,M,Medium,78.5
M11,Pacific rhododendron,TRUE,shrub,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Japanese skimmia,FALSE,shrub,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Vine maple,TRUE,shrub,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Common boxwood,FALSE,shrub,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Vasevine,FALSE,shrub,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Evergreen candytuft,FALSE,shrub,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Tree peony,FALSE,shrub,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Virginia sweetspire,FALSE,shrub,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Chinese clematis,FALSE,shrub,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Common myrtle,FALSE,shrub,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Sweet mock-orange,TRUE,shrub,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Western azalea,FALSE,shrub,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Tea-oil camellia,FALSE,shrub,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Buttonwood,FALSE,shrub,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Japanese camellia,FALSE,shrub,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M11,Smooth hydrangea,FALSE,shrub,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M12,Pacific bleeding heart,TRUE,plant,TRUE,FALSE,FALSE,M1,M,Medium,78.5
M12,Crinklerroot,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M12,Greater masterwort,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M12,Woodland strawberry,TRUE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M12,Spanish bluebell,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M12,Smooth hydrangea,FALSE,shrub,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M12,Pacific rhododendron,FALSE,shrub,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M12,Lewis' mock orange,TRUE,shrub,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M12,Thuja occcidentalis,TRUE,shrub,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M13,Siebold's plantain lily,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M13,Large bindweed,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M13,Hydrangea,FALSE,shrub,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M13,Common boxwood,FALSE,shrub,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M13,Oriental arborvitae,FALSE,shrub,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M14,Busy lizzie ,FALSE,plant,TRUE,FALSE,FALSE,M1,M,Medium,78.5
M14,Lady fern,TRUE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M14,Common foxglove,FALSE,plant,TRUE,FALSE,FALSE,M1,M,Medium,78.5
M14,Lenten rose,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M14,Cornflower,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M14,Rhubarb,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M14,Spearmint,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M14,Rosemint,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M14,Creeping jenny,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M14,Chives,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M14,Sweet william,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M14,Strawberry,TRUE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M14,Raddish,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M14,Tomato,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M14,Garden nasturtium,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M14,African marigold,FALSE,plant,TRUE,FALSE,FALSE,M1,M,Medium,78.5
M14,Annual honesty,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M14,Plantain lily,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M14,Common holly lock,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M14,August lily,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M14,Grapeleaf anemone,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M14,Cabbage,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M14, Lettuce,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
M14,Creeping buttercup,FALSE,plant,FALSE,FALSE,FALSE,M1,M,Medium,78.5
